Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
"Luke Maile","CIN",4.1,10.346021776075487,,,,,,,,,,,,9.751319885253906,"Luke Maile",13355,571912
"Ernie Clement","TOR",1,6.405257161458334,,,,,,,,,,,,3.5888687133789063,"Ernie Clement",20352,676391
"George Kirby","SEA",190.2,8.858158687893436,,,0.42569183885005485,,6.168223714593596,-1.1808255422029563,,-7.258551703559028,,3.28118896484375,,1.7244428396224976,"George Kirby",25436,669923
"Matt Waldron","SDP",41.1,8.867329694222713,,4.84599460255016,,,5.036941144451405,2.1309487731368453,,,,,,-1.8287089029947916,"Matt Waldron",25550,663362
"Tommy Hunter","NYM",23.2,9.664754933324353,,7.450142238451087,,,6.964850531684028,,-0.30802547014676607,,,3.8034450389720775,,,"Tommy Hunter",1157,488984
"Matt Bush","MIL",10.1,11.059069945080445,,,,,9.884224524864784,0.7836870551109314,-7.9208446301912,,,,,,"Matt Bush",1246,456713
"Adam Ottavino","NYM",61.2,7.756472938939145,,2.8007432021103895,,,2.9357663485670336,1.081123753597862,,,,0.9399902988487566,,,"Adam Ottavino",1247,493603
"Matt Moore","- - -",52.2,10.400210884878211,,,,,,,,-4.821709610695063,,4.914569972111629,,,"Matt Moore",1890,519043
"Zack Greinke","KCR",142.1,9.239438327342423,,2.805550990960537,,,5.8406143846182985,1.5605927888337556,-6.2455866397955475,-5.547698497772217,,2.8711569147704417,,,"Zack Greinke",1943,425844
"Clayton Kershaw","LAD",131.2,10.660345556901738,,,7.27296142578125,,10.230508804321289,4.264494565024175,-8.950726920114437,,,8.931521170479911,,,"Clayton Kershaw",2036,477132
"Adam Wainwright","STL",101,8.628152448578742,,4.549927664275216,,,6.6557882652350715,-1.2511250495910644,-7.961532201522436,-9.425779342651367,,5.285963765690836,,,"Adam Wainwright",2233,425794
"Corey Kluber","BOS",55,6.985043733016305,,4.58779997315354,,,4.892981191781851,,1.565229764548681,,,2.0851725195623505,,,"Corey Kluber",2429,446372
"Lance Lynn","- - -",183.2,7.73799163047157,,3.409098866221669,,,4.160210554462328,-1.374042739868164,-0.3321288019163996,,,3.714937857373268,,,"Lance Lynn",2520,458681
"Zach McAllister","NYY",5.1,,,4.45301993233817,,,4.269001116071428,2.3557796478271484,,,,-2.5581817626953125,,,"Zach McAllister",2895,502083
"Kenley Jansen","BOS",44.2,,,10.687053841604314,,,10.49635155521222,-1.7989676082835477,,,,2.9186925888061523,,,"Kenley Jansen",3096,445276
"Max Scherzer","- - -",152.2,9.166002797996935,,4.299004793167114,,,,1.076036831031099,-5.592483670594262,,,1.7415165090423497,,,"Max Scherzer",3137,453286
"T.J. McFarland","NYM",1.2,,,,,,-3.007677001953125,-0.6973124186197917,,,,-1.788298173384233,,,"T.J. McFarland",3237,519008
"Liam Hendriks","CHW",5,10.980429256663603,,,,,,2.857962215647978,-4.914709091186523,,,,,,"Liam Hendriks",3548,521230
"Charlie Morton","ATL",163.1,6.323177769020233,,4.102636127219851,,,3.186947521150421,,-4.39776352873066,,,0.31406444392792165,,,"Charlie Morton",4676,450203
"Rich Hill","- - -",146.1,9.960881121861453,,3.586489887647731,,,3.145039291381836,-0.1990884273975819,-7.749387534370635,-7.425339397631194,,3.4243190041903793,,,"Rich Hill",4806,448179
"Fernando Abad","COL",6.1,8.102738753609035,,,,,6.953253495065789,,,-3.712802389393682,,7.5995949193050985,,,"Fernando Abad",4994,472551
"Jake Diekman","- - -",56.2,6.48878956005775,,3.25635125901964,,,3.797048066791735,1.9609856980570246,,,,2.7950990232702804,,,"Jake Diekman",5003,518617
"Josh Donaldson","NYY",1,6.640297889709473,,,,,,,,,,1.8859453201293945,,,"Josh Donaldson",5038,518626
"Jeurys Familia","OAK",12.2,7.2918824226625505,,,0.660036027431488,,2.0750169975813044,2.900306500886616,,,,,,,"Jeurys Familia",5114,544727
"Sandy León","TEX",1,9.297129313151041,,,,,,,,,,,,,"Sandy Leon",5273,506702
"Brandon Crawford","SFG",1,9.59991200764974,,,,,,2.1310973167419434,-4.665413284301758,,,3.8036136627197266,,,"Brandon Crawford",5343,543063
"Jesse Chavez","ATL",34.2,7.447176933288574,,6.969973806607521,,,4.255376055061473,,-4.17036738540187,,,1.2305649141722088,,,"Jesse Chavez",5448,445926
"Madison Bumgarner","ARI",16.2,8.846850165005389,,4.82104992475666,,,,,-2.0511899201766304,,,2.476504126260447,,,"Madison Bumgarner",5524,518516
"Ryan Brasier","- - -",59.2,9.575164240056818,,6.240005617219258,,,6.8771343809185606,-0.08116073608398437,,,,6.869451999664307,,,"Ryan Brasier",5615,518489
"Huascar Brazobán","MIA",58.2,8.291186661370057,,3.8889222662132905,,,4.551765406736031,,,,,1.1810441450639204,,,"Huascar Brazoban",6107,623211
"Eduardo Escobar","LAA",3.2,8.815804481506348,,,,,,,,,3.6811746869768416,,,,"Eduardo Escobar",6153,500871
"Trevor May","OAK",46.2,9.719861949573863,,,,,,-0.9457968830192176,,,,5.360848663859285,,,"Trevor May",6398,543507
"José Cisnero","DET",59.1,9.055965371039944,,3.6325254834387914,,,5.40396728515625,-1.3198591183393429,,,,0.49395881731485586,,,"Jose Cisnero",6399,542585
"Alex Cobb","SFG",151.1,7.214494977678571,,,1.482923105006115,,4.158679604890484,-1.6842073202133179,,-7.2407292872299385,,,,,"Alex Cobb",6562,502171
"Carlos Carrasco","NYM",90,7.04449462890625,,4.771897633870442,,,3.416188686708861,0.6955519375735766,-3.306529998779297,,,0.8235106136924342,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","PHI",69,8.619839372306034,,,,,,,,-5.0377074531886885,,,,,"Craig Kimbrel",6655,518886
"Alex Colomé","CHW",3,10.848388671875,,5.749787330627441,,,,,,,,,,,"Alex Colome",6661,517008
"Julio Teheran","MIL",71.2,6.497971109824605,,6.1308332873928935,,,0.9465107621188369,,-0.05031997638363992,,,1.6628982363723395,,,"Julio Teheran",6797,527054
"Martín Maldonado","HOU",1,9.88779354095459,,,,,,,,,7.5150942121233255,,,,"Martin Maldonado",6887,455117
"Johnny Cueto","MIA",52.1,8.988146292196738,,6.303209741910298,,,5.758952822004046,4.801649894714355,1.5999231338500977,,,2.879910189930986,,,"Johnny Cueto",6893,456501
"Chase Anderson","- - -",86.1,7.757096214632018,,4.006601809203781,,,7.683256203787668,-0.6380314382456117,-8.63066191592459,,,6.604288193116705,,,"Chase Anderson",6895,502624
"Martín Pérez","TEX",141.2,8.639317685907537,,7.274908360426988,,,5.758506285530034,3.565266175703569,-2.5290866479641054,,,5.0899763042424,,,"Martin Perez",6902,527048
"Luis García","SDP",59.2,7.632968786991004,,,3.627484577458079,,6.498494739233781,1.893012366527131,,,,,,,"Luis Garcia",6984,472610
"Ian Kennedy","TEX",16.1,10.11832511861911,,1.9814750126429967,5.103229631696428,,,,,-4.849659442901611,,,,,"Ian Kennedy",6986,453178
"Ryan Pressly","HOU",65.1,10.489864558610233,,6.6177552541097,,,6.540065288543701,2.00851455316311,-7.098552479463465,,,2.7350472251137536,,,"Ryan Pressly",7005,519151
"Fernando Cruz","CIN",66,9.7241931276273,,4.887817127553947,2.2244727291277986,,9.502884674072266,1.3883761237649357,,,,2.852404832839966,,,"Fernando Cruz",7048,518585
"Daniel Bard","COL",49.1,4.888099193572998,,,,,4.557965560082378,1.4452556492870863,1.061465847876764,,,2.0761008262634277,,,"Daniel Bard",7115,453268
"Daniel Hudson","LAD",3,9.024268840921335,,,,,5.394115447998047,3.3249642848968506,,,,6.1435394287109375,,,"Daniel Hudson",7146,543339
"Jay Jackson","TOR",29.2,9.144433301366018,,,,,7.894802729288737,2.009370718429338,,,,7.931553840637207,,,"Jay Jackson",7432,543351
"Collin McHugh","ATL",58.2,8.992684173583985,,5.196760218542533,,,,-0.37745767343239706,-7.125964516087582,-6.120889186859131,,2.88861083984375,,,"Collin McHugh",7531,543521
